City,Population,Violent crime,Murder and Non-Negligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
South Roxana,"1,968",7,0,4,0,3,25,8,13,4,0
Springfield,"114,623",955,9,93,216,637,"5,487","1,195","4,044",248,40
Spring Grove,"5,718",4,0,0,0,4,45,3,40,2,0
Spring Valley,"5,196",8,0,1,0,7,90,11,79,0,0
Stanford,585,0,0,0,0,0,0,0,0,0,0
St. Charles,"32,764",45,1,11,5,28,232,32,189,11,0
Steger,"9,388",25,0,5,6,14,247,48,185,14,1
St. Elmo,"1,378",4,0,0,0,4,10,1,7,2,0
Sterling,"14,674",34,0,25,3,6,436,42,373,21,1
Stickney,"6,680",2,0,0,2,0,52,6,40,6,1
Stockton,"1,730",1,0,0,0,1,21,5,16,0,1
Stonington,859,1,0,0,1,0,0,0,0,0,0
Streator,"13,038",31,1,22,1,7,302,25,270,7,7
Sullivan,"4,459",46,0,1,0,45,49,4,44,1,0
Summit,"11,310",40,0,9,15,16,241,25,186,30,0
Swansea,"13,506",14,1,2,4,7,192,38,145,9,2
Sycamore,"18,095",10,0,3,2,5,172,14,155,3,1
Taylorville,"10,565",7,0,0,2,5,134,21,107,6,0
Thayer,664,0,0,0,0,0,3,0,3,0,0
Thornton,"2,457",6,0,2,2,2,38,10,25,3,0
Tilton,"2,565",17,0,4,4,9,58,11,45,2,0
Tinley Park,"56,638",23,0,2,9,12,694,79,582,33,0
Tolono,"3,447",5,0,3,0,2,23,9,12,2,0
Toluca,"1,286",3,0,0,0,3,9,2,7,0,0
Tower Lakes,"1,246",0,0,0,0,0,6,4,2,0,0
Trenton,"2,605",3,0,2,1,0,18,4,11,3,0
Troy,"10,216",13,0,3,0,10,81,24,50,7,0
Tuscola,"4,399",28,0,0,2,26,74,12,58,4,0
Urbana,"42,029",150,2,24,57,67,"1,233",198,"1,012",23,8
Valmeyer,"1,257",2,0,0,0,2,9,2,7,0,0
Vandalia,"7,009",24,0,7,1,16,159,27,127,5,0
Vernon Hills,"26,429",15,0,4,7,4,295,20,271,4,2
Vienna,"1,729",0,0,0,0,0,14,2,9,3,0
Villa Park,"21,806",27,0,8,7,12,232,25,191,16,1
Viola,891,0,0,0,0,0,0,0,0,0,0
Virden,"3,344",10,0,3,0,7,131,35,88,8,0
Walnut,"1,324",0,0,0,0,0,4,1,3,0,0
Warren,"1,319",3,0,0,0,3,0,0,0,0,0
Warrensburg,"1,133",2,0,1,0,1,4,1,3,0,0
Warrenville,"13,280",13,0,6,2,5,108,11,92,5,0
Washington,"17,048",30,0,5,1,24,193,36,153,4,1
Waterloo,"10,408",13,0,7,0,6,73,10,62,1,0
Watseka,"4,868",9,0,5,1,3,136,22,112,2,0
"Waukegan2,3","87,530",355,11,20,150,174,,296,,,
Waverly,"1,220",0,0,0,0,0,11,3,8,0,0
Wayne,"2,442",0,0,0,0,0,5,1,4,0,0
Westchester,"16,423",19,0,2,9,8,172,41,126,5,2
West Chicago,"27,174",34,2,13,6,13,245,28,200,17,0
West City,648,5,0,0,0,5,96,3,93,0,0
Western Springs,"13,554",2,0,0,1,1,154,13,139,2,2
West Frankfort,"7,921",2,0,0,2,0,242,95,127,20,2
Westmont,"24,766",19,0,8,3,8,270,39,217,14,3
Westville,"3,017",14,0,5,2,7,58,22,30,6,0
Wheaton,"53,418",39,0,16,8,15,629,64,554,11,2
Wheeling,"38,687",27,1,13,1,12,322,53,257,12,0
White Hall,"2,352",8,0,3,1,4,30,11,18,1,1
Williamsville,"1,496",2,0,1,0,1,2,1,1,0,0
Willow Springs,"5,639",4,0,0,0,4,31,5,26,0,0
Wilmette,"27,467",13,0,0,0,13,259,61,186,12,0
Winfield,"9,762",10,2,5,0,3,33,4,25,4,0
Winnebago,"2,973",3,0,2,0,1,31,3,25,3,0
Winnetka,"12,518",3,0,2,0,1,108,15,85,8,0
Winthrop Harbor,"6,727",12,0,4,1,7,23,4,16,3,0
Witt,852,0,0,0,0,0,7,1,6,0,0
Wood Dale,"13,800",10,0,3,3,4,191,22,161,8,0
Woodridge,"33,681",32,0,6,12,14,392,32,338,22,4
Wood River,"10,210",59,0,15,10,34,528,56,440,32,0
Woodstock,"25,353",24,0,10,2,12,298,27,266,5,0
Worth,"10,642",26,0,11,7,8,123,21,92,10,1
Yates City,659,1,0,1,0,0,8,1,7,0,0
Yorkville,"19,751",18,0,8,3,7,200,17,178,5,2
Zion,"23,885",148,4,36,45,63,721,129,553,39,4
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
