City,Population,Violent crime,Murder and Non-Negligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
Schiller Park,"11,480",26,0,1,6,19,192,18,163,11,1
Shawneetown,"1,116",1,0,0,0,1,13,4,9,0,1
Sherman,"4,753",4,0,0,0,4,27,5,22,0,0
Shiloh,"13,177",13,0,3,2,8,189,14,167,8,1
Shorewood,"17,606",25,0,12,2,11,150,11,127,12,0
Sidell,570,0,0,0,0,0,1,0,1,0,0
Silvis,"7,538",53,0,4,1,48,168,28,128,12,0
Skokie,"63,082",150,1,18,58,73,"1,870",188,"1,619",63,1
Sleepy Hollow,"3,273",0,0,0,0,0,11,2,9,0,0
Smithton,"3,836",0,0,0,0,0,15,3,12,0,0
Somonauk,"1,870",0,0,0,0,0,2,0,2,0,0
South Barrington,"5,047",1,0,0,0,1,32,9,22,1,0
South Beloit,"7,636",13,0,1,1,11,142,16,117,9,0
South Chicago Heights,"4,029",18,0,5,3,10,163,11,143,9,0
South Elgin,"23,634",16,0,4,1,11,104,12,88,4,1
South Holland,"21,438",77,0,30,31,16,574,89,353,132,3
South Pekin,"1,088",4,0,0,0,4,21,5,13,3,0
South Roxana,"1,991",8,0,4,2,2,49,21,23,5,0
Springfield,"114,393",889,9,108,208,564,"5,080","1,039","3,776",265,24
Spring Grove,"5,702",3,0,0,0,3,18,2,15,1,0
Spring Valley,"5,156",13,1,6,1,5,37,4,33,0,0
Stanford,586,1,0,0,0,1,2,1,1,0,0
St. Charles,"33,118",43,0,10,2,31,208,30,167,11,0
Steger,"9,301",38,0,10,6,22,227,44,171,12,2
St. Elmo,"1,389",1,0,0,0,1,19,4,15,0,0
Sterling,"14,510",26,1,13,3,9,491,45,416,30,3
Stickney,"6,599",4,0,1,2,1,50,6,41,3,0
Stockton,"1,707",2,0,0,0,2,12,4,8,0,0
Stone Park,"4,831",23,0,6,4,13,55,11,42,2,0
Streamwood,"39,529",60,0,18,13,29,415,55,342,18,1
Streator,"13,100",36,0,31,1,4,271,16,248,7,1
Sullivan,"4,487",52,0,1,0,51,51,0,49,2,0
Summit,"11,205",54,0,13,18,23,175,23,128,24,1
Sumner,"2,949",5,0,1,0,4,12,6,4,2,0
Swansea,"13,432",20,0,7,6,7,216,27,174,15,1
Sycamore,"18,154",22,0,5,1,16,200,10,186,4,2
Taylorville,"10,398",11,1,0,1,9,166,42,123,1,0
Thayer,658,1,0,0,0,1,2,0,2,0,0
Thomasboro,"1,094",1,0,0,0,1,9,2,7,0,0
Thornton,"2,423",4,0,4,0,0,34,5,27,2,0
Tilton,"2,638",8,0,2,1,5,88,20,66,2,0
Tinley Park,"56,119",22,0,6,7,9,712,75,592,45,0
Tolono,"3,447",2,0,2,0,0,20,7,13,0,0
Toluca,"1,267",1,0,0,0,1,8,2,5,1,0
Tower Lakes,"1,230",0,0,0,0,0,0,0,0,0,0
Trenton,"2,593",2,0,0,0,2,10,3,7,0,0
Troy,"10,345",15,0,11,0,4,73,5,62,6,0
Tuscola,"4,336",15,0,2,0,13,54,15,33,6,1
Union,553,0,0,0,0,0,0,0,0,0,0
Urbana,"42,080",124,1,30,36,57,"1,090",161,890,39,5
Valmeyer,"1,244",0,0,0,0,0,5,1,4,0,0
Vandalia,"6,664",26,0,6,3,17,120,24,95,1,1
Vernon Hills,"26,847",18,0,5,7,6,435,13,412,10,0
Vienna,"1,443",0,0,0,0,0,12,3,8,1,0
Villa Park,"21,651",34,0,10,7,17,295,17,263,15,1
Viola,889,0,0,0,0,0,0,0,0,0,0
Virden,"3,333",10,0,4,0,6,93,15,74,4,1
Warren,"1,301",1,0,1,0,0,2,1,1,0,0
Warrensburg,"1,124",3,0,0,0,3,4,0,4,0,0
Warrenville,"13,268",10,0,2,7,1,90,14,70,6,0
Washington,"16,897",27,0,9,1,17,168,19,147,2,0
Watseka,"4,809",16,1,8,3,4,138,25,102,11,0
Waukegan,"86,505",331,1,20,127,183,"1,929",350,"1,498",81,20
Waverly,"1,200",0,0,0,0,0,10,9,1,0,0
Wayne,"2,426",1,0,0,0,1,4,0,4,0,0
Westchester,"16,224",19,1,2,5,11,148,43,105,0,0
West Chicago,"27,019",38,0,13,7,18,219,35,172,12,1
West City,640,1,0,0,0,1,78,4,70,4,0
West Dundee,"8,388",3,0,3,0,0,108,7,98,3,0
Western Springs,"13,460",3,0,0,0,3,131,14,112,5,0
Westfield,556,0,0,0,0,0,2,1,1,0,0
Westmont,"24,642",16,0,3,2,11,317,50,248,19,1
Westville,"2,964",18,0,4,3,11,54,20,33,1,0
Wheaton,"53,160",44,1,12,5,26,611,51,551,9,2
Wheeling,"39,028",29,0,9,5,15,418,41,363,14,1
Willow Springs,"5,658",2,0,1,0,1,53,4,49,0,0
Wilmette,"27,289",9,0,2,1,6,220,32,181,7,0
Winnebago,"2,963",1,0,0,0,1,33,3,30,0,0
Winnetka,"12,407",1,0,0,0,1,79,13,63,3,0
Witt,847,0,0,0,0,0,2,1,1,0,0
Wood Dale,"13,709",13,0,3,3,7,204,14,180,10,0
Woodridge,"33,635",37,0,10,10,17,301,78,201,22,3
Woodstock,"25,324",18,0,7,2,9,285,19,254,12,1
Worth,"10,534",31,0,14,6,11,70,30,32,8,1
Yates City,653,0,0,0,0,0,4,0,4,0,0
Yorkville,"20,541",28,0,16,5,7,142,13,124,5,0
Zion,"23,617",130,2,32,25,71,640,96,461,83,8
