City,Population,Violent crime,Murder and Non-Negligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
Sesser,"1,883",10,2,2,2,4,54,17,36,1,0
Shannon,699,0,0,0,0,0,0,0,0,0,0
Shawneetown,"1,143",4,0,0,0,4,22,9,10,3,0
Sherman,"4,777",1,0,1,0,0,43,5,38,0,0
Shiloh,"13,094",15,1,5,2,7,174,51,119,4,1
Shorewood,"17,171",18,0,6,4,8,141,15,117,9,0
Sidell,576,0,0,0,0,0,0,0,0,0,0
Silvis,"7,596",39,0,5,2,32,323,70,244,9,0
Skokie,"64,167",185,2,20,40,123,"1,546",212,"1,279",55,6
Sleepy Hollow,"3,333",2,0,1,0,1,8,0,8,0,0
Smithton,"3,766",0,0,0,0,0,14,0,14,0,0
Somonauk,"1,879",0,0,0,0,0,13,4,9,0,1
South Barrington,"4,973",3,0,0,2,1,67,5,60,2,0
South Beloit,"7,613",8,0,0,1,7,118,20,94,4,1
South Chicago Heights,"4,095",8,0,0,3,5,157,8,140,9,0
South Elgin,"22,504",30,0,9,7,14,184,22,160,2,2
South Holland,"21,782",92,1,13,59,19,563,103,373,87,2
South Pekin,"1,108",2,0,0,0,2,19,4,13,2,0
South Roxana,"1,975",8,0,3,4,1,30,10,17,3,0
Springfield,"115,568","1,219",11,93,251,864,"5,496","1,210","3,973",313,50
Spring Grove,"5,657",2,1,1,0,0,27,2,23,2,0
Spring Valley,"5,216",5,0,1,0,4,78,15,61,2,0
Stanford,577,0,0,0,0,0,4,3,1,0,0
St. Anne,"1,201",2,0,0,1,1,28,5,23,0,0
St. Charles,"32,780",56,2,3,6,45,268,31,223,14,2
Steger,"9,436",27,0,6,11,10,291,47,231,13,1
St. Elmo,"1,381",2,0,0,0,2,24,9,12,3,0
Sterling,"14,823",33,0,14,3,16,559,74,454,31,3
Stickney,"6,710",7,0,1,6,0,71,5,59,7,0
Stockton,"1,747",6,1,2,1,2,37,4,32,1,0
Streator,"13,049",36,0,22,1,13,348,35,293,20,7
Sullivan,"4,479",16,0,1,1,14,37,2,33,2,0
Summit,"11,358",27,2,3,9,13,170,15,116,39,3
Sumner,"3,166",1,0,0,0,1,12,2,9,1,0
Swansea,"13,484",25,0,13,3,9,179,32,130,17,1
Sycamore,"17,925",31,1,11,2,17,142,23,116,3,2
Taylorville,"10,668",3,0,1,0,2,220,30,175,15,0
Thayer,670,1,0,0,0,1,2,1,1,0,0
Thomasboro,"1,113",2,0,0,0,2,25,3,20,2,0
Thornton,"2,474",4,0,0,1,3,46,10,33,3,0
Tilton,"2,562",9,0,2,1,6,76,13,61,2,0
Tinley Park,"56,823",57,0,4,18,35,675,77,557,41,3
Tolono,"3,433",11,0,0,0,11,31,6,24,1,1
Toluca,"1,307",1,0,0,0,1,13,2,11,0,0
Tonica,726,0,0,0,0,0,2,0,1,1,0
Tower Lakes,"1,245",0,0,0,0,0,5,0,5,0,0
Trenton,"2,641",1,0,1,0,0,17,3,14,0,0
Troy,"10,125",15,0,1,2,12,60,15,40,5,0
Tuscola,"4,377",20,0,0,1,19,68,20,43,5,0
Urbana,"42,091",142,0,25,48,69,"1,421",252,"1,142",27,13
Valmeyer,"1,257",1,0,0,0,1,9,0,9,0,0
Vernon Hills,"26,547",10,0,3,4,3,469,20,438,11,1
Vienna,"1,748",1,0,1,0,0,5,0,3,2,0
Villa Park,"21,857",29,0,3,11,15,219,22,176,21,0
Viola,903,0,0,0,0,0,0,0,0,0,0
Virden,"3,371",18,0,6,0,12,74,18,55,1,1
Walnut,"1,326",0,0,0,0,0,5,2,3,0,0
Warren,"1,340",1,0,1,0,0,4,1,3,0,0
Warrensburg,"1,143",2,0,0,1,1,9,1,8,0,0
Warrenville,"13,255",8,0,4,0,4,89,11,71,7,0
Washington,"17,136",9,0,3,2,4,157,39,116,2,0
Washington Park,"3,917",37,1,1,6,29,53,11,24,18,4
Watseka,"4,961",8,1,1,2,4,133,18,104,11,1
Waukegan,"88,017",361,6,18,138,199,"1,988",442,"1,487",59,11
Waverly,"1,240",1,0,0,0,1,8,4,4,0,0
Wayne,"2,432",0,0,0,0,0,3,0,3,0,0
Wenona,972,3,0,0,0,3,9,3,6,0,0
Westchester,"16,536",24,0,1,17,6,271,69,193,9,2
West Chicago,"27,219",28,0,7,9,12,314,51,248,15,1
West City,648,3,0,0,0,3,70,3,67,0,0
West Dundee,"7,365",5,0,4,0,1,124,4,117,3,0
Western Springs,"13,464",6,0,0,3,3,101,8,88,5,0
West Frankfort,"7,971",3,0,0,3,0,208,74,122,12,0
Westmont,"24,781",15,0,7,4,4,287,32,244,11,2
Westville,"3,036",7,0,3,0,4,45,22,21,2,0
Wheaton,"53,444",38,1,12,4,21,493,54,427,12,6
Wheeling,"38,419",38,0,9,6,23,337,40,285,12,0
White Hall,"2,328",5,0,2,1,2,29,9,20,0,1
Willowbrook,"8,542",5,0,3,1,1,123,11,103,9,0
Willow Springs,"5,645",1,0,0,0,1,19,3,15,1,0
Wilmette,"27,242",4,0,2,0,2,349,43,292,14,1
Wilmington,"5,681",13,0,1,2,10,48,6,39,3,0
Winfield,"9,718",4,0,1,0,3,87,7,77,3,0
Winnebago,"2,986",6,0,2,1,3,36,7,28,1,0
Winnetka,"12,451",7,0,0,1,6,144,17,112,15,0
Winthrop Harbor,"6,777",2,0,0,0,2,33,7,23,3,3
Witt,854,0,0,0,0,0,4,0,4,0,0
Wood Dale,"13,817",11,0,3,5,3,193,17,167,9,0
Woodridge,"33,553",39,2,9,13,15,382,84,272,26,1
Wood River,"10,187",31,0,6,10,15,401,59,325,17,2
Woodstock,"25,127",24,1,5,4,14,398,27,367,4,0
Worth,"10,662",16,0,0,6,10,110,24,69,17,1
Yates City,659,1,0,0,0,1,8,3,5,0,0
Yorkville,"19,155",10,0,5,1,4,165,17,143,5,1
Zion,"23,969",121,1,21,26,73,621,122,458,41,3
,,,,,,,,,,,
