City,Population,Violent crime,Murder and Non-Negligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime,Burglary,Larceny-theft,Motor vehicle theft,Arson
Sidell,587,0,0,0,0,0,0,0,0,0,0
Silvis,"7,487",24,0,5,2,17,295,38,255,2,0
Skokie,"64,819",158,1,15,45,97,"1,557",228,"1,283",46,5
Sleepy Hollow,"3,354",0,0,0,0,0,10,1,9,0,0
Smithton,"3,724",0,0,0,0,0,16,2,14,0,0
South Barrington,"4,955",2,0,0,0,2,47,10,35,2,0
South Beloit,"7,639",18,0,1,8,9,117,26,87,4,0
South Chicago Heights,"4,137",19,0,0,7,12,155,16,128,11,3
South Elgin,"22,436",27,0,8,3,16,262,18,239,5,0
South Holland,"22,042",83,2,20,43,18,479,86,332,61,1
South Pekin,"1,115",2,0,0,0,2,14,3,10,1,0
South Roxana,"1,986",16,0,5,2,9,49,22,27,0,0
Springfield,"116,563","1,301",6,99,249,947,"5,158","1,250","3,681",227,45
Spring Grove,"5,698",3,0,3,0,0,35,2,30,3,0
Spring Valley,"5,269",2,0,1,0,1,79,18,58,3,0
Stanford,579,0,0,0,0,0,2,1,1,0,0
St. Anne,"1,213",2,0,0,2,0,43,15,25,3,1
Staunton,"4,981",11,0,1,1,9,65,11,52,2,0
St. Charles,"33,556",44,0,6,4,34,432,52,367,13,2
Steger,"9,502",20,0,1,9,10,288,38,233,17,2
St. Elmo,"1,402",14,0,1,0,13,44,15,27,2,0
Sterling,"14,983",39,0,14,5,20,511,48,449,14,3
Stickney,"6,785",6,1,1,1,3,73,3,58,12,1
Stockton,"1,778",6,0,1,0,5,41,9,30,2,0
Streator,"13,082",32,0,17,4,11,357,67,279,11,14
Summit,"11,457",38,1,1,14,22,216,27,145,44,4
Swansea,"13,533",19,0,6,5,8,263,47,203,13,0
Sycamore,"17,750",12,0,3,1,8,257,15,235,7,5
Taylorville,"10,795",4,0,1,0,3,136,26,107,3,0
Thornton,"2,513",3,0,1,1,1,38,7,30,1,0
Tilton,"2,607",10,0,1,0,9,55,19,34,2,0
Tinley Park,"57,213",48,0,6,11,31,766,86,652,28,2
Tolono,"3,483",4,0,1,0,3,30,9,21,0,0
Toluca,"1,314",0,0,0,0,0,13,5,8,0,0
Tonica,732,0,0,0,0,0,7,4,3,0,0
Tower Lakes,"1,251",0,0,0,0,0,1,0,1,0,0
Troy,"10,063",15,0,6,0,9,73,14,58,1,0
Tuscola,"4,437",25,0,2,0,23,72,16,54,2,0
Urbana,"42,461",162,4,25,54,79,"1,543",327,"1,185",31,8
Valmeyer,"1,260",1,0,0,0,1,8,1,7,0,0
Vernon Hills,"26,574",19,0,4,7,8,378,20,355,3,1
Vienna,"1,696",0,0,0,0,0,7,1,5,1,0
Villa Park,"21,976",23,0,2,7,14,341,34,284,23,0
Virden,"3,384",15,0,3,1,11,90,26,59,5,0
Walnut,"1,338",0,0,0,0,0,3,0,2,1,0
Warren,"1,366",0,0,0,0,0,1,0,1,0,0
Warrensburg,"1,154",3,0,0,0,3,7,2,5,0,0
Warrenville,"13,342",11,0,7,3,1,132,14,113,5,0
Warsaw,"1,541",3,0,0,1,2,14,3,11,0,1
Washington,"16,965",14,0,0,2,12,178,35,141,2,0
Waterloo,"10,284",3,0,0,0,3,34,0,34,0,0
Watseka,"5,027",15,0,4,2,9,153,27,121,5,0
Waukegan,"88,337",449,1,9,195,244,"2,287",509,"1,670",108,7
Waverly,"1,261",1,0,0,0,1,4,0,4,0,1
Wayne,"2,450",0,0,0,0,0,12,8,3,1,0
Westchester,"16,729",23,0,1,14,8,257,35,207,15,1
West Chicago,"27,490",34,0,6,10,18,293,46,233,14,2
West City,652,0,0,0,0,0,85,5,80,0,0
West Dundee,"7,406",4,0,2,2,0,103,4,99,0,0
Western Springs,"13,446",0,0,0,0,0,35,5,28,2,1
West Frankfort,"8,044",5,0,0,5,0,191,63,110,18,3
Westmont,"24,992",22,0,4,5,13,292,39,243,10,2
Westville,"3,087",5,0,1,1,3,31,17,13,1,1
Wheaton,"53,848",32,0,5,11,16,332,54,276,2,1
Wheeling,"38,158",47,0,5,5,37,424,60,348,16,1
White Hall,"2,389",5,0,1,0,4,33,15,18,0,0
Willowbrook,"8,625",7,0,1,3,3,163,17,141,5,0
Willow Springs,"5,701",3,0,0,3,0,28,5,20,3,0
Wilmette,"27,474",11,0,3,3,5,308,51,246,11,3
Wilmington,"5,683",13,0,6,1,6,52,6,38,8,0
Winfield,"9,763",3,0,0,0,3,57,9,48,0,1
Winnebago,"2,995",2,0,0,0,2,49,2,46,1,0
Winnetka,"12,526",5,0,0,0,5,87,10,69,8,0
Winthrop Harbor,"6,803",6,0,2,1,3,37,8,29,0,0
Witt,866,0,0,0,0,0,4,4,0,0,0
Wonder Lake,"3,912",5,0,1,2,2,30,4,24,2,0
Wood Dale,"13,943",6,0,1,5,0,185,16,161,8,0
Woodridge,"33,441",37,0,14,15,8,446,48,386,12,3
Wood River,"10,225",37,0,7,10,20,371,55,289,27,0
Woodstock,"25,259",34,0,6,8,20,402,29,360,13,3
Worth,"10,781",24,0,5,5,14,114,18,84,12,1
Yates City,666,0,0,0,0,0,15,1,14,0,0
Yorkville,"18,752",13,0,4,5,4,170,28,131,11,1
Zeigler,"1,758",2,0,0,0,2,18,5,12,1,0
Zion,"24,067",169,2,37,31,99,607,127,449,31,10
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
